address,Latest Resulting Balance (Wei),lastZeroBalanceTimestamp
0xB7E8aeEd1E6b00776079c5FdB9d5b5547cd67Dc1,854376360128992898028,1718631745
0x518A1138C7e860D93eD7Fc69BF2d1EC6699bf00F,12420572547084882902550,1709548445
0x509e4ACc040BbA03531CdcFDBB62759253af43b0,84809673704975564521960,1662637585
0x0626f9D2f3fAdbb8D75c35B9FD2ae21DEF84b687,8110551290073392042499,1669963550
0x752395E5EA46E000dfb2318c66C776b3EC102b72,2270835287641119696346,1689753880
0x69615DDAa3FaadAc453e71f6ff41155Cc25E5B46,19675588356384974994399,1671498590
0x876BDfC898bE8c4E003f1Aa02ddAbEAF45A3C985,59392295958832169629372,1639746690
0x420394563F1e41267DdF44ef2754e9Ce28fFCBa0,2171957426344724784931373,1681774775
0xFF987814BA089118900b4362C9Fc996ebedFC024,1016881142843917,1721465675
0x772735021D99700E06a95833cD236ac161a4eF45,17728272906463533406262,1637171210
0x68Fd18dfc29B5012C78f21714370dE1B9f3520F0,7574558402733591712545,1681871875
0xFeaF90E52C365E51Bc501b460f14DC32476deE6c,11062271557994548218544,1710193645
0x6E2af8a2071Eff582F6Ee254fD6b947FE4bD16dd,14576551565828783464897,1637392720
0x8468D3B30A6308e3a1d4e3Ebf2B7C14E5e842C2B,739585681343282715787,1692614405
0xE8e8A647e2EE752417a4684A4fB2DB55D2264A81,1539383427400911545988,1638011085
0x37a9e397E4650e34fa068A1b8922d78f58f0d5F2,644003431759871702997,1714805470
0x06989073814042F3B32a8E662604642E2E5E04D1,31711000634157099564613,1675452525
0xcd64f1Fd797783BC042d70c8cEF4625AB82fA9a9,41736909945035153509832,1664221045
0xa2c0394CC3091538219c1fFcc26f49Fa9594bcaA,756819856591707171444,1683809965
0x0E65B9a51D96eAca294BE7D21952f84E1A4F4368,27029504271509520932894,1686389205
0x262557c8228758eCB6253CaA5ba52568f079CE97,11284849505366475268379,1721933030
0xcAace3A21479DcB404CE5b4F929897F69F44Ec82,1272502629506482087146,1720267550
0xF44fD2266BA5a9c866A4DCD3507485beC2eb9Db1,757554562610339320383,1682674070
0x60e7CB73B6Bb7506Cffd803e60FcEC5f7275aF0C,34324936685505645239274884,1662694640
0x28CFdE11989F8D52a6c9Df5BD17130735A67B900,1633929147136604770074573,1649258530
0x225A6fc937Cc2c3C81c0C7cabdf6096b28645553,6636962167046541700486,1652878720
0x8aB929F29B3888756edE359EF25FEE57D22389Ee,3663415030929437125724,1710605130
0x43BD10636207BcE990fB0c5905f7EA1934199eA8,6133085784927629255262,1661238030
0x346DC562600712F0f5762fcf4c16353d890a164e,1996725334981221636975,1705723845
0x1b09Bf1a364E941F48a5de7E72540b3092a97ed6,554361421618066987,1693320115
0x958dc25fF9e1D4FD8ffbee9F731Ef939101Af24a,37116755528551652934322,1684764415
0x474272D8E6fB3580559dFd7fb0865742945153b6,94847948602947790202892,1652878470
0xB5226e38CDB88a30305bc1AD281F5b8d05e36B65,2630695366069632519570,1708346015
0x7dAD9503dD410C215ab765E027323Cb82f971305,10840163948110186884832,1640984920
0x6c8989A1D52eCC8EC989D959db7Bc3bbDE706732,78450090609181340221176,1676798045
0x4E4b5Aa1fEB2f2eE230BB45ED8d38A8936f62B72,650233032177896428348,1717331220
0xeDc048e4D85bc80A03a6efe781CF8208bA67c0d2,786341635989532214557,1682343910
0x1b32ec0Fd18e507E97E16c15c516DeC6017aB0B2,34051443659484917697706,1666018055
0xBcC95C957A239929fbef1159Be405A6D1267aF90,2115048110761565908439,1666834440
0x6dd6515Ad8B1f1f55cE96d85d0EAA4603e2DE19D,630876724822830569683,1721173230
0x427EF89adCDf1FA7527CD5366d3a9C6e116571e6,1003681711598545117751,1704024865
0x6d3d7322E7c2A13c5afdb1b674DA65E4098F54A9,631174813751307441440,1721135015
0x3C1d5D370b752De0f62120A23bB8dDE4437fA31D,721141248507460681916,1711941415
0x94CbC005adB23A95455DABAd7013982D9C34dAB3,12949169813733094846326,1682028535
0x4674A9c00be63FF5754691eEA3dD8F6c17f73Dd2,75432162121767602405456,1711375985
0x08545FBc07805e63a0C5AF5301d4e26D1919D673,1058264570756870449313,1713063130
0x994D90f2B5A8707188058c8b3d99991Ae77D05CB,349814174172670680656514,1718609185
0xac58d7CfE5a11ec4792E25c4F70e54e6E499b4C7,757529012582139481067,1681655655
0x145Aa9C6aB767F3d576DEB1747034d2E839c6e4d,745171623853424283323,1705407565
0xE82D21AD97FC531B3Db528a488F199DDbD3a2e42,155883558077511994387571,1721997415
0x33E61cD2F3D6f669dA69e79f18A7DA908D365f39,247727016004407071,1698804875
0x1acaf052b960275Ab7FF188419986dDB1E6d3bc5,70958331281637974991052,1637271220
0x05c1949dd5640d358B5fAf8c7E0D5C09c5341EfE,712686237926350974022,1692615495
0xE993D2b21C748E4d892aE42050f8ef2c35fc4619,7034596837188807387,1681787390
0xD2F64d9808c0c7152B69c1D0Ea5973491aC59530,85953963631650622828307,1643750435
0xfeeeB2a8fec2a5Dfac8E4EeD2335ce6FCBbB8c12,3895799847393413930503,1707311650
0xCb45b6be12647943fB5A49AB68AeD7283bCf0743,739617557098712116932561,1685235615
0x72fe16B0D99Ee723CE2176E8B157f5f95BA7B902,65342772744239690940119,1704472935
0xb24A078A224D4080e5A5e01Fda227bFF2608f84f,759460257967442703805,1682937070
0x76e2a5fC016A900E1DFD34C72c52CAe2164C606f,783189624320015688837,1681676405
0xBd20E971ce59AEe2Ca67ca7d8CCc9078820a965d,10717382600521738561835,1709759865
0xd401e5B8E3D371FECA6c83f6d00a014637b7415b,631166500277628875834,1720258255
0x42BF007D2837A93825B4e43Bd294cf854967A9A1,11073343886644258601466,1674417985
0x374FB45B8CfcF97b366cE7e8FA754dd909B43953,3571567255461486276016,1688470290
0xC42278f1EBfC0E767CFC415832e993Ff6F10FA24,761360593435204323924,1681648335
0xCC646E54c401380b3B13Ec641adc5A1Dc4aA871E,16633689351448536578773,1680109385
0xf7EC4A333439503C9632f34cCe84ED756EBa7Fb9,2631361589745306324319,1708345315
0xdbc4BBFE5F87cAFb4E914C72d1DFc5dFafb4266d,820605778820673254665,1669154815
0x47A9416dAF651B35ADa1Abf6098c6a53EDfC06a8,5302030492310721921585,1709540950
0x01E24A248d95d967f4dc18919183DeC163902629,5894624104610856142903,1673289905
0xe582B2F0e2dd5B4Cd9adAe496c3f5B3eB702c259,639654495382244711569,1716085405
0x2f85C11E26fcc832EcDb08624edE9B972A211aa0,1765184187483120080515,1681804850
0x8bE0f69abe7dfB52acce604Ab6A881e366CA88Bc,44564915108778377844886,1641412700
0xCc249E3C281F0f7949B5Ec915C5e44513927E03c,592467540477088029494784,1709866695
0x3bD382B142b937c81BfA1D8C3E7010b2eBEE6674,757563837950387339675,1681649170
0xb92e6C3cdc6EB2e1C09E69c5530C6a0048895e6b,19882698495621656,1717615405
0xeDafa372A171875f2497bE30724365de3BD1DA2f,23796735314295110390245,1674362060
0xDe472a646d949B0A36b3c747b7eE213681Fea9AD,15869738462401593745716,1676852170
0x36ED1Bd4644ae108241Bd874B67805C76a43a8e4,845788472041084066423,1671657565
0x682417E279aDf7333549EE8D40b55796b4c123d5,2552321164132500811433,1721017845
0xF050d2f0C8aa70A25A084C8cdc4DE86d7388A504,4769690910323222712053,1710357030
0x1D4e4DF137452Bf017Bf067bDB4cCCf80d059c78,757263447132349249664,1682008915
0x9D6fa7c7486efbB4C8a4BE0c2b276A828984dAc0,84425998799860277,1699031835
0x1531cb23c7efA473E26263c2d0c74e4Ca1aDad2A,10922877501491128221599,1717943425
0x9e7eC67BBED5b668A331530A0A6D6ca1682dB41a,1892362739700933080288,1689751090
0xd0DD4d5abD4344a146fEd146883091281A8cF455,37890815478948016891385,1682460150
0xaA8aACf3f7D8872864b9B516C7bCe9b0A7A54C3A,757212396371054030235,1681723160
0xaF420f94f1e699cDE4B9b0e6b7719C3e6C12F2FD,2841417097171296768177,1647020550
0x83CC43713e28a9758E112d39b76eDD7a7fAc4ad1,1406643070992262002400,1714156125
0x5E851214952B50Cf2D0818EAb61aF900D57bD38c,2108925056209435055500,1685776880
0x363f11D15E6C6974057E637dE4349fB0a47D076F,5236345018338330620035645,1708807125
0xF775B762132Fb0b027c5DE2AF9EAd39BFf026614,7434451766349380505,1681798030
0x17B41e5790FBC9aC003453B9EFC753503Eb5dD0f,136014729679436511062542,1675689925
0xFD31Ce44b1BFab949E08DB2EBcFd3AeEe4e0FDe7,242439789841731359966120,1688490115
0x1a3516345B7C5353e6A2314F4FbD0F17317d0D99,221718998073569489066154,1668228285
0x9d998Bc2196d73eD695B721A5C3d215749529976,7458043885244487497476,1704213770
0x231198c0e87b83DcE685a484c72189dd70be514F,39560928553311015473409,1674756085
0x701104339B82da091D60a0B9299c7C18496A8d06,540800943683513824,1681800900
0x7D4F47253c9DB1899fd5222CD8c564109452c802,2961623450735200481229,1644967855
0x5F1dB3862939e0df71F0cd511c95596edeA36754,14666218722094215263192,1709888065
0xf6B4521801e55641359939F3E86fa039010f452F,1253867605316029191958,1722181235
0x3902270964A42894D281daA5A401e8F6C9BeF7Ba,10879393494966528184363,1653222445
0x0B7bd29189CaF10CCcB0770933836234Df74A06e,5533439065719164360990,1637838975
0xecfB4E01Bd663Fb6C137e60E4e9802f35A32bA6f,2630718829589513944112,1708343455
0xb1Be1620A745580919A01319C38AD5900DD231A8,126811435890203638448073,1718010945
0xB9322537CB482189870Da36f7030cdBFAb1E4173,2044397829583185844160501,1722184270
0xFc16fE36f887A77847E8A2C4808DEbe5C5108810,678845038732364472845117,1685043445
0x12df104e1Aa65bd5eDa3e759cA384fCecC4882c4,1286458520083997288576,1722039855
0x508b0907701dFad406Bc80e7833Fd60E267e26BB,140328185900799450204508,1664751455
0x2eB27F608521009f9663904Dbf002d93cfbb5957,645208531592005254655,1713699640
0x16F65b4C08E4c048c65C50C4AcA007960a46A331,1515093058757902161500,1681825085
0x2254BF1045871C918dCA596047Cde00bD150AB24,7955230007637622431671,1638530155
0xf52a70e925911FaE0F2F82Dd173b22AD93B933aB,20244925446671214412759,1638397110
0x69fF6f6f60cC0537425c16A26E322751e331256B,6301837185373144775617,1720535615
0xEbecf720A248586815D5B686725d9798c8e2d666,946190530115139343574,1689735725
0xdF0772a2fCc5Dc880980462b28EDcB5010d3f55d,757572729786272959128,1681676925
0xe6A2BebCc4B6A34eB67936FE6FB597161224be65,756796879705716442299,1683806985
0x9D8cdeebbb32B8EAE94B97d8b0AbD0984279af19,633529813516664595695,1718855655
0xaA84f04496538ab28c128f1684FdBe3aBc9BCb0A,646010786509656824463,1714155665
0x1653e86CBA80C6444e158aB95170feF3b769F293,2598216695018443458885704,1681631555
0x2b59Dd236AFc30efaB66f14efEA42a5b50EeA5B1,36121173894406219291035,1717623890
0xf89351D7805eE05210b5da2276542AA23eFF5E9C,748397739808099581520392,1688408525
0xcDD6c6055E3f365A54a4E8Afa1A28a5D038eEad7,758588015955028955658,1715871655
0xfdDedD992fC3B3CEC21A59f8DC2C1221C5a0FF67,631982047364024938905,1719999050
0xE04F3c65B27776AbD30f9957bcb33Df3f5CfA147,1262786491674383583678,1643750455
0x9997b26F1f747736e048A5Dba6D5Bf3BE5652570,24005020111089210206128,1673711340
0x43eD802732f0b317f43a1938fe80d5f7ECeD6D98,1159590702664702502951,1675859165
0xa5735BEe5e9233ae47BDE5e22c23D68AFB9f5d95,1510500981669871541227,1683652375
0x34282F18eec18A7709f14E43c6126d1d27bbdaAf,636586766081062552701,1717525755
0x977Bfb133562A5Ff3Df5F0c44D17454796a060da,2667689402506726403688,1720317470
0xF54E696A3Fd3C8eE9241eF910aE3Bc06454cA330,169419069972936434615,1705937340
0x3d0F06a5C723e3B54B097994249dD9Ec9a0EC673,75955973278641956,1637247450
0x1ff4458ddc8fac4Cb0B752072d8331EC4853769D,116017725747251420610332,1673682085
0x40abF3B747F58D11C80b6124a1B102821f521608,736033480983553703717,1704024823
0xEB42c5f748Ee62908d0AFC9eFafCd0216082C78A,23399384348894599827391,1721723515
0xb48247686ddD4C44a6Be8B12B1a6aa9802B3992e,946200628439771250676,1689731095
0xa9D7F2Be493725E005Bb5bEd0024167013ED8057,435400710940260072701731,1712611530
0xEFEB310d913a5C347B21a216f0B723DC5B2478DD,757341875204681508476,1681696485
0x20965179BACa2AbF4c2321D428108b013C1ed90b,847385971608616096381,1671658665
0xeC5daF010681D2Cc18679917B239869595983e4D,183277215687734967,1682339300
0xb0C4eae03f39F62966a953ecE4B895cA8EF5a49F,25373332778384725639675,1697531290
0x54F947f4EaEF10F3035845fe9c1C28c6Add7f08F,636596994519496561699,1717526125
0x3368d5EA8562b717D744aA204C6DA5ba2275A61c,2212009104826356080159,1669853415
0x9821eA4ABAc885cF1E3fa22fd6AD1A3Eb5b11A6c,1315899037028187964703,1722270555
0xC6edF216D2f5a83519Ad306D2306fDe926a0cb83,2399075446977679502131,1646409275
0x889DF6B8175De8011e6082DEbBE60900E68D704e,7066530177496053330,1681787300
0xdae889D2648ec6E229218D0510239077B5D5c850,838736232148364343095,1717669490
0xd277F1471589A1854d75329f9E54bDE1992812FC,636023005451589242507,1717827950
0xf9cF8775CD6697c1bB52fdbD9625C8f5Fae6c62C,294030254661906344239801,1706627570
0x97c3917271E5Fd1D29C30Fcd47D7b1be7eCbADBA,51294401565156492960458,1661495410
0xBd28AE31C8413e58c706Ee8aaA7560C3998c9e3D,8234337853487572907233,1719640745
0x3d18E776189c03445AC3638D614071078eB01e15,2766091855906553025716779,1711485100
0x4d7Bd0a10FD2Fe5Eba659af46f5F5fbA7C66eE87,857668231738002324034,1662739560
0x43359c8aF70407587D4A3d1CC9F26DC0F7dC3ACD,82688491221042938186640,1639074885
0x84e57bE8449c8417DC6eeb4C75fD367D55Fe522A,3192389486989624175721,1709148895
0x1835cE33563377C4019f2e7150Ba3696DFB1bf16,8537260394803111346633,1663296175
0x13fa872880fff8543a6e21c19e4b11dEeB1CC787,49179225753534920883468,1686064335
0x4541248B0Cf02445590FB33f04C012bbcc735429,11405249006461076636772,1646665400
0x3E1d2675B20cc38D3a069B11600C836e8bBCE546,13086740884534390732227,1708590665
0xe880A08092539C631F1f1cCb5f2B55CA638d1C3b,1513890191760746464231,1689753410
0x08B1f6724BF069150Aa382e1454C5CB6208bC3Fc,31652908963280427285961831,1681594545
0xC3D1f056068acB39009be30C2C218bc960412815,4433523140512806115548,1658349770
0x84A7AcD4a65Ba22d6D16FEA2Df9908C47f2FABBD,6921871427672490080644,1638466245
0x90095fa666a9dC328626602EF4fE5dd0eBBf0663,3772767612135500618508,1680560865
0xa11ED25f760C6988cCE283C4759e81C02C4B6561,23555433328035411792239,1675777290
0xF981c2d81D15EC97C977FB86E3c17B2b56D97958,11563745371374291785281,1687324310
0x2Ec830347F29a25663e190d1704ae8F0CEDe3beb,1892362739700933080288,1689751250
0x97000f8D868D767d192A9a403D1f9954Ac83aF1F,24544911815918535111121,1637516425
0xD33d479B8A2fF03aA044c4047317e3fa76703E05,632532466565485253220,1720917170
0x6655E0E7d82fC86B27352422c9F03d99324e3c43,5042079413169478,1717756665
0xE765eFd305dDD2fc4D4Cf5Da480d38EdaA5263b4,636202779241905101775,1717865320
0x3Adf280cA5CE43702776e298443dE576d24b7bE0,2270835287641119696346,1689753675
0xcE2df464375E298f08aCBec6b7933d94f90b5cD3,252426017891009314954399,1686528705
0xCde8dE032C56F4a64380b6fd7C410c02C92cB431,728958927821113824544,1692617765
0x8C2976C7b4E4016355c439D0886113e6Ea1760F8,2593409090501876047303,1721371840
0xBC414BbFB26868bF89E702d96Bd8b95DFCC36B86,1211179720636453226,1681647570
0x68962732440a1c4eE84ef300A24AFC719cADAD79,2670054890505044999160,1689736810
0x65a52BF1D2Fb33Ebcba6F7cd9a55E85E79202a0C,1213688252886632914640,1676973225
0x04CE784b3ACc349114e3aA0a352E6FCBA22d5cA5,8489564172267797265796,1671173240
0x7C3d3c8Fd226aF854980eB6a2f0587E25638F57a,687624917681405808971,1698316235
0x93042346b5322641bD1baB5724EA0E03b8Aa6788,6795953516536334505725,1718086100
0x88b882599140eb4962A03ECA1deece611568B6bE,140565287064396050781496,1673749580
0x847511735b4a04aa0E84d6F7446c59B82E429Fa1,2399096832001501295135,1646409215
0xf44fCa041a22ebe19E490c416B1f5b5AB25069f5,1857796796977826521161,1692614545
0x785065C575985055dd05756e340659AC7a038fC7,4580366742877684,1719083610
0x71aa4C869ba1FFc78e25f0E1862F92a14De71E14,669112981366550546595,1704027910
0x772B8e5d90c20A2706CA2aC019dccA6e2268A0D9,2342154570304581677669599,1717785455
0xaA392Aa832FFd3CADC1a9E56070cFCEfe244C285,142129276059700389,1697238615
0xB397040557D7C815F16A686376828058e5668e1C,92168970121696205119966,1667837225
0xEc413f2D8D15f82E6297dbC07F2c6E5f7bBC4FF4,1135843007507786420955,1681718910
0x831571E0DaDf9eEb7A6D23d8730e2A683d35d01d,700000000000000000,1711716680
0xFd16D776d9127B3d86ec0F7B1858304F96bFF88e,1160859576368812630865,1641447560
0xDcEe99B4F9C6D96a56B4DDAe2f746b6FBF6DAd5A,802945738793893965519,1704024670
0x01e4cd3f617473F3eBE9bE10A8B72b8D63Db7D34,74148543177556545235818,1659546720
0x3142C83081248aF4bEC2C2a49513e96A984841B6,2024743675228746037530,1708960660
0xE1716ab0f0124B69927F2E70b778F78a79150dA7,651790699167325374778,1711538715
0x9999d29a1DF911aA8bf4b0Bf81eAbb65dda05299,165331955486461745739851,1675238405
0xf089c2bF9929a6761D582b4696B6D44d63Bc6903,2247731645460684404033,1682556365
0x5C01325bCBc8f13D7eD4d500cdDE8A94bedA4249,582527747875894339,1689590515
0x355797acEf54c045ac2786a2Dae4D78564Ffa23e,8489937076419280,1681816265
0xAd0302859aCB1a88792d77Ed94865181Ec445581,282038255743208341621230,1717598180
0x2A7B99eb0706F6b404A73C649a1a9265741eaaB9,1607765541892365815117,1703930595
0xf5A120d42c679d7A26F81AF08aEA629329Fddd9D,742664762986703014377,1684851055
0x37136438f16B3d1bABddE23d32F1Ed542ffca3fA,5329037658205103265095,1683314330
0x27F2F8C79dFb39aDc9230fcA21351dB8D5300dc0,155099842374284506,1696717640
0x675520FD09631E373379d4F9FB76Cdb3c93745F3,1513890191760746464231,1689757565
0xACa896580Ac93E7Fb693Fb5817857360C652D022,4911849936542898787721,1716906590
0xC6f4B92F0d1deF0890234C0510aA87d424dd9622,631157825299766531221,1721111475
0xd470c01f5BD8AFb1A75f9ACCEe109C77a92B24fF,1513890191760746464231,1689752755
0xF65a189cB620555705120607f301489A8A7909F9,259717830739039610461597,1681641150
0x555f5a3d345Bd62ce44FbC4A9Cf534e1fe454536,10039857725091992368557,1638651245
0x1F7c860a18baF69eDeFda25Bd93b61B2B48CD874,20216464499938237337791,1677104865
0x850EA67cbCDb28d51118c53ea95Bc48E369684E5,9097550562789519231535,1703661635
0xd207b8157f9b9Ab5c540cE2aACe75CADFB58EBCe,44301491522500164692039,1638669475
0x1A4e8944b97dC090ba1A206d5D6F9229Cba24D87,756678745539451435285,1681843500
0x674781615C71F8236EC20065a689Da4132E99154,7034596837188807387,1681787610
0x6a30E44556917a218f2C2321ACf05c61d62D3fD7,2399096832001501295135,1646409245
0x38855f95429C3Db132ACcBc6E051E991703C385F,7573801174061919854931,1681873865
0x57B82b67680A17Ec09d9a951801766EE9B2fCFc3,4632683903293982855262545,1705235225
0x0111bF7640326821d4061e15dA840a52274A7AB6,44277300110324502237087,1719651715
0xE240F86d64E945cBc0Cf7426D3E3F3fd6D152f8C,3237293063655534049925,1720281710
0x4Db0b1A2E410665FBd61d62069632a7E4c559df6,7066530177496053330,1681787125
0xB8a0664A8492FE0F1b7f401Dcf56FC574e15f6Ba,818497500072198532572,1671648425
0x7B598f5bbF5CF80227ceAc0B1469d1b303EA7d0c,2984782836868032242,1660379815
0xf7dB36D888FF762Bb4f99a02A75b745C799355F6,8743107410030097991524,1664839015
0xCdCD1A5c4A547326ce4Fa106a3B03aA6926D56AB,5074162305345095485108,1712708590
0x34b60b86aBB9840d0ec6Ae791c76E4d54c85c454,8252117880181120429356,1670102680
0xd299Dc11A276FA7aD7669dE175459a782517DBdA,15122975087930366341548,1652461535
0x9f9Dc982637B04878D8330629cD3A3C1d110d836,18734901512769700221976,1716476015
0x3eA7B48Fe54B7625a9c6A466f23B3c762EDFCdf2,1866939063831101402694,1664287515
0xf8383B6762843011D3cb6e23ac4015d6119540B4,67745367453227680975989,1719231320
0x5FB660133ad9d86Ad616CA023946CcD1d99f5d6d,9804025773094231835448,1645340525
0x707cf220C126CA8d0e069416F8474AEe12896bE3,644300264021381556,1681018105
0x95f90959549b4101b18f4eCcad0AfeBdB6B2dc0d,130241875094715419,1681648130
0x50AD2C01a9c5B2B0Af29A204649dE2f62734Ad85,30771428790780247445026,1671063235
0x91FFEf06007e398E20F62d4190Be9437142C04E2,38647732042843170278088,1641404490
0x42c7C326140ee1DEFEF0FE2156d91627f3A521A1,2399075446977679502131,1646409355
0x3496cC53d6d8650Ec936891038E656a85475126B,11314461789170116007545,1682520850
0xb3e62F66e5f96C01ed6916c82A088B4A46de7B2a,3784762120460557374297,1689738060
0x895504a359C23B7955154452ACDA23d18556512F,631220998936193752615,1721005675
0x641C4E11C021e47940F39b95A5C9CeB130C85D6c,3260663106155311177350,1708636725
0xea2B808c2EB80f250A48DbD3891B5ae4B72848B7,540800943683513824,1681800820
0x1B0EDc3167f099613262b61f42ABBee2FF86348F,2392165672739954106755,1713035890
0xa51CD79C66a3892D4eb91AFcC2392f08FBaf12BA,2631361589745306324319,1708345400
0x3a9ED4dC94fd09087B66DFC4b3E64D22D5887C50,94040761412694062991870,1638540625
0x9262b55E8E670826132c3b61442B02A969C12eba,857808619414267204922,1662718815
0xEd9DF53C68939a326A2B75E8D48bF7AaA526CD73,64797356227574992187822,1637930350
0xAc51F67f9b6676a65166De63917C0539d6A9a8C2,818968887904011101888,1720633655
0x2AB3FF857A5408fCfDe1E3d747d97380A01c12fE,639226593170002099818,1716456980
0xBe35273CDD1D21aB6A6701f03FD657884aA6e3dF,638914219249891644626,1720158175
0xf2890B84509198F5a361c28C82a924A1eDDfD4fF,1627164092002524212268551,1717004405
0x6D6E688B94EF5a5D5d9192f24e46691422428998,8186007427418322824266,1668954380
0x46981F910eeD23aF189D779897506Fc7e1d9378C,549575052460522000,1681801140
0x6133025B20047CD2C64C684A1D7057Be54cc0D47,361106700873998,1715077910
0x6fA040aD7e94f905a29536Ba786D433638FeD19b,66354519044435652290518,1714368030
0x751B3a9c147fde88e53AD73130273EE5c11a6F28,974238886933216960330,1704025015
0x1b8321A7C0e14a113734B1752dfbc7888457d0C7,1253485690300451196698,1722293610
0x4E38bd28E381421c97E0401EaFeC26Df7B1F3F10,559251462748921516658727,1678934785
0x159579f8D5880aA25449274fD612cD9f93411939,10663103267386279326401,1711499630
0x1F3d726389c3EC46AbAF0C541FEf8D0A510D96C0,3972284043472142331001,1707399510
0xee897E67Ec139516C3096663357fA41f4d415213,431250000000000000000000,1712845330
0x121D5c0bAf2275935Da5439809f332cD423Cd6C6,7411409768398039506213,1700688560
0xF999F27Ebb207c9688687483cfe7c4E628c90085,24171368875468483906947,1676012865
0x3d61bA60d987e8dBFAdaA1FC308231a5Eaa363A0,10440417491743760324691,1708855385
0xDe45e5ea6A699463246f41113082719e9Ca06d26,22783369864255095524307,1717476825
0x5Af0Ecc46077E127D5D8bCa00Fe5d21214bA6d76,161480255857589854,1681817765
0xc0D92B587743e1AeD12eCBfd79F7E94A4713d208,10154370185836767436289,1711062086
0xE82C9B4519Ffec697933711159dd66eA503fF6b4,4674574397152678943417,1710547415
0x085D1113AFDcd9709E3E9506e5A0E142c3d2e1dc,42791683255160702926480,1710436180
0xC16C4b31df64eE44Ec59D57eAe0aBF92dFF9b025,41425703981521539521089,1666908070
